entry_id,author,date,content,label
8489100,sheba and the albino girls,06.11.2005 20:27,"yirmibirinci yüzyıl da, avrupa ve asya kıtalarının buluştuğu bir noktada, insanların büyük bir bölümünün kabile ler halinde yaşadığı şehirdir.

modern insan ülkesinde kamu düzeni içerisinde yaşar. kamu düzeni, güvenlik, bayındırlık, sağlık, eğitim,ulaşım, finansman vb. gibi bir çok yasanın devlet eliyle uygulandığı bir sistemdir. istanbul gibi zamanında önemsenmemiş ve günümüzde de kontrol altına alınamamış yoğun nüfusun bir araya geldiği büyük şehirlerde, kamu düzeninin zafiyete uğraması da kaçınılmaz olmuştur. insanlar bu gibi bir şehirde yaşamlarını devam ettirebilmek için, toplumdan parça parça ayrılarak ve ilkel kabilelerdeki gibi bir arada yaşayarak, kamu düzenindeki eksikleri gidermeye çalışıp kendi düzenlerini kurmaya çalışmışlardır. bu modern kabile düzenlerinden birini ve en büyüğünü biz hemşehricilik olarak biliyoruz. sivaslı, erzurumlu, rizeli, bayburtlu, diyarbakırlı, gibi hemşehriler kendi kabilelerini kurup; bir arada aynı mahallelerde veya semtlerde yaşamaya başlamışlardır.

devletin zafiyetini, kabile reisi görevini üstlenen hatırlı zengin kişiler, ağalar veya mafya babaları üstlenmiştir. kabilenin hem ortak, hem de bireysel ihtiyaçları, içeriden karşılanmaya çalışılır. kabile üyelerinin güveliği yine, kabile üyeleri tarafından sağlanır. örneğin, kabilenin yaşadığı mahallede dolaşan yabancı kimlikli kişiler hemen tespit edilir. gerekirse bu yabancılara ne aradıklarını veya ne işle iştigal ettiklerini -anlamasalar bile- en küçük detayına kadar, yabancıyı kuşkulandırmayacak derece sakin ve dost canlısı, aynı zamanda yabancıya adımlarını düzgün atması için uyarıda bulunan bir tavırla sorarlar. yabancılar hakkındaki bilgiler kulaktan kulağa bütün mahalleye yayılır. bunun gibi her alanda kendi içlerinde, dışarıya kapalı bir düzen içerisinde dayanışma içerisindedirler. en önemli dayanışma da ekonomik alanda karşımıza çıkar. buna şu şekilde örnek verilebilir. istanbul’da kapıcılar sivaslı, pazarcılar siirtli, hamamcılar tokatlı, lokantacılar rizeli, fırıncılar trabzonlu vb. dir.

bu kabile yaşantısının bir kanıtı da şöyledir. istanbul’da seksen civarında ilçe ve belde belediyesi bulunmaktadır. bu belediyelerin her biri, aylık faaliyet dergisi yayınlar. dergilerin sonunda –belediyenin büyüklüğüne göre- elli civarında belediye meclisi üyesinin bilgileri ve resimleri vardır. tamamında düzenleme şu şekildedir: meclis üyesinin ismi, mesleği ve memleketi. o belediyede bulunan hemşehrilerini temsil eden meclis üyelerinin memleketleri iftiharla yayınlanmaktadır. gariptir ki hiç istanbullu ankaralı, bursalı, izmirli, adanalı, antalyalı yoktur. bir başka deyişle kabile yaşantısı yerel yönetimler tarafından da desteklenmektedir.

istanbul’da, bir kabileye girmeden yaşamak zordur. kişinin hem ekonomik, hem de sosyal açıdan, sadece bir birey olarak güçlü olması gerekir. insanlar bu baskıyı az da olsa azaltmak adına, çeşitli sosyal gruplara, derneklere, klüplere vb. üye olurlar. diğer bir deyişle, bir kabileye dahil olurlar.",negative
9903737,6degreesunder,10.08.2006 09:09 ~ 09:18,"ta$ini topragini kazsan metro cikan $ehir.

(bkz: taksim metrosunun sondajla delinmesi)",positive
3748657,brainworm,02.01.2004 19:55 ~ 19:56,"lise din hocasını salladığı eski adıyla: islambol...

(bkz: hasiktir lan)",negative
3601399,putperest,20.11.2003 13:40 ~ 13:41,facasina iki cizik daha atilan sehir ama hala güzel.,positive
10946798,psikologunuz,13.06.2007 08:36 ~ 08:46,"500 küsur yıllık saltanat geçmişine aynı hızla devam eden, geri kalan 80 küsur ili gerçekte hiçe sayan ekonomik, kültürel ve siyasi anlamda tek başına bir ülke gibi davranan, bir koca 75 milyonun kaderini belirleyen bir milyona yakın tuzu kuru'nun yaşadığı, sahip olduğu görkemi ve ihtişamı 600 küsur yıllık kan, şiddet ve sömürü den alan şehir. anadolu denen coğrafya da kimi zaman acı nın, kin in ve nefret in, kimi zaman asılsız bir umudun ve iyimserliğin kaynağı olmuş ve halen olmakta olan şehir. düşünerek sevilemeyecek bir şehr-i baha.",negative
1169279,goldenwand,06.04.2002 16:36,vapur la her karşıya geçişimde aşık olduğum şehrim.,positive
5387075,cuss,13.08.2004 22:48,insanı yöneten koca şehir,negative
1072022,contradiction,01.03.2002 12:53,"ozlem kokan tek sehir....
balik ekmek'de olabilir tabiiiii",positive
11671912,dik dusmus bozuk para,16.11.2007 08:16 ~ 08:17,"bugün gece saatlerinde bodrum mantıda feraye yedikten sonra deniz kenarındaki banklara oturup sigaramı yaktığımda, ne kadar yorum yapılsa da güzelliğinin kelimelerle anlatılamayacağını anladığım şehir.",positive
11577092,bonussssimo,11.11.2007 11:39,en kalabalık ve en güzelve en pahalı şehirdir. bütün cillop üniversiteler bu şehirde bulunmaktadır. gece hayatı da güzeldir.,positive
5324534,turcopolis,09.08.2004 09:21,"nefret edip de cok sevdigim
baysam da sikilsam da gormeden edemeyecegim
ne var ki burda deyip de dunyanin kralicesi oldugunu gordugum
melankoli, ask,nese,eglence,huzun vb. kavramlarin hepsini birlestirebilen,iki kita uzerinde kurulmus dunyanin tek gercek sehri.",positive
9120681,ilahi adalet,13.02.2006 00:41,(bkz: kırmızı),positive
2714200,zvezda,24.04.2003 21:32,"efsaneler şehri, sevdicek şehir.. giderken kopmak istenmeyen, gidince özlenen,dönerken lanet edilen,dönünce havası cigerlere cekilen..",positive
5974386,papalina tava,07.10.2004 13:36,bir yağmurluk medeniyet...,negative
6527649,yalniz bir opera,20.12.2004 19:12 ~ 25.06.2007 18:32,"""kendimi atesli düslerde
büyülü uykularda ararken
gördüm ki;
yüregim istanbul
bedenim bahçesaray (bkz: van'in ilçesi) """,positive
1644487,justhink,02.10.2002 02:27 ~ 06.10.2002 21:52,"beni günden güne yiyip bitiren, monoton luğuyla üzen şehir. gidecek yer bulamamanın sıkıntısını yaşayıp, gene de her yurtdışı na çıkışımda özlediğim, şimdilerde kavgalı olduğum şehir, yeni sevgilimse ankara ama ona da bir türlü doyamadım. tabii ki hayatta herşey arz-talep meselesi ancak, bana bir türlü talep ettiğim doğallığı, samimiyet i sunamayan şehir. üstelik bütün bunları cihangir'de oturan uzun yıllar ona sadık kalmış bu kuluna söyleten şehir.
(bkz: ağlamak istiyorum)",negative
11395275,mucca,05.11.2007 12:01,"siyah ile beyazin birlikte yasadigi sehirdir. rengi gridir. karsitliklarin birarada yasadigi tarihdir. sehrin kalabalikliginin verdigi karmasa ile manzaranin verdigi huzur, dev is merkezlerinin yaninda tarihi yapilar..hem korkutuyor hem de cabucak icine aliveriyor insani bu sehir. sokaklarindayken kaybolacak kadar kuculup ona sarilacak kadar buyuyorsun sozu anlam kazaniyor.heyecan veriyor ama yine de ankara'ya donerken sakinlesiliyor.",positive
5045904,jseseel,17.07.2004 20:22,"unesco'nun kültür mirası tehdit altında olan kentler listesi ne alma uyarısı yaptığı, harika bir gerilimi olan altın şehir.",negative
7902166,elcikpower,24.07.2005 06:36,her çöp tenekesi başına 10 kedi ve 1 insan düşen nalet şehir.,negative
11016977,senin annen bi melekti yavrum,08.07.2007 22:08,sigara yaktıran şehirdir. ya efkardan ya keyiften ama illaki yaktırır.,negative
2880328,athanata,29.05.2003 02:48,ağlayan şehir. (bkz: ağlatır da gerek mutluluktan gerekse üzüntüden) (bkz: duygusaldır istanbul),negative
10646399,radius,08.03.2007 17:47,"insanı mazohist eden sehir. o vurdukca siz dah bir baglanır, bırakamazsınız.

sadisttir.",negative
4025227,bruthuss,30.03.2004 14:44,"aylardir ayri kaldigim, 2 hafta sonra kavu$acagim platonik a$k im.",positive
8443651,bruthuss,28.10.2005 14:06,(bkz: istanbul da kurulmasi planlanan yeni kent projesi),positive
9448759,saryade,25.04.2006 00:46 ~ 11:16,"hatırlamadığım bir kitabında, hatırlamadığım bir yazar, kadıköy beşiktaş vapurunda evlenme teklif ettiriyordu kadına. dünyadaki en mükemmel şekilde yaptığının farkında mıydı bilmem. mucizevi bir kentte mucizevi bir teklif. iki dünya arasında, iki kıta. ortasından deniz geçen şehir. bir mucizenin yaşandığı. halbuki nasıl da duyarsız geçiyor insanlar üzerinden iki kıtanın kolyesi köprülerin. bir muciyeyi yaşadıklarından habersiz.

her santimetrekaresinden mucizeler, sevdalar fışkıran şehir istanbul. sevdanın kenti. her santimetrekaresinde sevda destanları yazılı. sevdanın kendisi istanbul. iki ayrı kıtadan, kulelerine kadar binlerce aşık barındıran. sevdaya yasak koyanın yerinin olmadığı şehir. sevdanın kendisi, aşkın öbür adı istanbul.

her bahar daha çok aşık olunmalı istanbul'a, her bahar daha çok aşklar yaşanmalı. aynı anda onlarca aşk. aşk istanbul'dur, istanbul aşk. istanbul milyonlarca yüz barındırır, milyonlarca yüze aşık olunmalı.

aşk yüreğinde heyecanlar biriktirmektir, istanbul her aşkın gizli şahidi...",positive
10356642,fengari,11.12.2006 06:17,"istanbul'un simdiki insani canindan bezdiren ve yoran halinin bu sehirde anilarini, en guzel zamanlarini ve nihayet kendilerini birakip gitmek zorunda birakilan gayrimuslimlerin laneti olduguna inanirim hep. bilmem kac kusak yasadiklari ve memleketim dedikleri sehirden olabilecek en igrenc sekilde kovulan insanlarin ah'larini tasir bu sehir sirtinda.",negative
504316,encore,04.07.2001 10:32,"zevk-ü sefa kenti
her tür insanla karşılaşılaşılabileceği
her tür zorluğun ve kolaylığın yaşanabileceği
bazen beş parasız, bazen sevgisiz, bazense kendinizi en mutlu yerde olduğunu hissedebileceğiniz
hakkında ileri geri sözler sarf etseniz dahi yaşamaktan vazgecemeyeceğiz şehr-i muazzama",positive
11007407,atlantis,05.07.2007 08:54,tayfları mide bulandırdığı gerekçesi ile terk edilmiş şehir.,negative
1552062,fair,29.08.2002 09:54,ağustos 2002 itibarıyla bütün caddelerinde yol çalışması olan dev şantiye. toz şehri.,negative
10607524,semsa,23.02.2007 19:08,"ayaginizin altindaki zemin, son bakista asik oldugunuz ve farkinda olmadan her gece koynunuza aldiginiz sehirdir (bkz: teferruc) .",positive
8226253,karaktersiz,20.09.2005 14:10 ~ 20:10,"20 yildir tanidigim ve kopamadigim tek sevgilim...

bu 20 yilin icine, beraber neler sigdirmadik ki?

serin bir ak$am ustu, galata koprusunde, i$iklarin altinda bira ictik beraber. emirgan ve salacak parkinda denizden ilik ilik esen melteme kar$i cay ictik kar$ilikli. harem'de elimizde $arap ile gun batimini izledik birbirimize sarilarak. ayasofya'nin arka tarafindaki gizemli sokakta ilk opucugumuzu verdik birbirimize. ve orada a$k oldum o'na. (of ulan of)
evet 20 yillik sevgilim ve hala tanimadigim bilmedigim ozellikleri var.
bir insan 20 senede sevgilisini taniyamaz mi ya?",positive
7864515,standard,17.07.2005 17:55,o kadar eski büyük eserlere rağmen kanımca istanbul'u en iyi betimleyen şarkıdır levent yüksel'in seslendirdiği.,positive
7994486,firat 1905,10.08.2005 13:19 ~ 19.12.2008 14:42,ikamet edenlerin %40 ının boğazı görmeden öldüğü metropol,negative
10789135,ladyshallot,24.04.2007 22:19,"çok eski bir rivayete gör;, gelip, görüp sahip olmak isteyen insanlar o kadar cok kavga etmişler ki bu şehir için birbirleri ile, çekiştirilmekten ikiye bölünmüş güzelim şehir.. sonra o bölünen kısımlardan biri de parçalanmış bir gün..",negative
6473600,imdullest,11.12.2004 22:20,"istanbul; son kullanma tarihi çoktan geçmiş bir konserve, çeşit çeşit insandan mürekkep. yersin zehirler seni, ruhun akıp giter kıçından. sen dehşetle bakarken biri çekiverir sifonu, karışır gider boğazın akıntısına. şanslıysan bir kefal yer ruhunu...",negative
6412335,xh00p,02.12.2004 10:17,pamela spence'in günde 100 kere dinlediğim ve hala bıkmadığım şarkısı.,positive
7837456,standard,12.07.2005 21:12,"bambaşka bir hayat.

yaşamın dönüm noktası geldiğinde, yer seçme imkanı verildiğinde; bir bok yersiniz, istanbul! dersiniz. bir daha gidildiğinde bu şehir kıs kıs gülmektedir size, ""gel bütün herkesten koparacağım seni, yalnız kalacaksın"" der gibi durur. korkutur, adeta yeni bir ruh istemez kendi bünyesine.

yaşanmaya başladığında dank eder bu şehir, her şey çok farklı olacaktır. hiçbir zaman istanbul ev olmayacaktır, ama bu şehire aşık olunacaktır. ilk defa anlaşıldığında zaman durur, sadece istanbul vardır gözler önünde. hiçbir zaman olamayacak kadar durgun ve barışçıl...",negative
11977068,smoker,13.12.2007 11:31,"artık yoğunluğu kaldıramayan ve taşan şehir.
son zamanlarda trafiğin artık saati yok, günün her saatinde şehrin her yerinde trafik var.
kaldırımlarda yürümeye yer yok, insanlar sığmıyor şehre.
otobüslerden, minibüslerden insanlar taşıyor.
bırakın marketleri bakkalda bile sıra bekliyorsunuz.
kapasite diye bir şey var ya hani, işte istanbul artık o kapasitenin aşıldığı şehir oldu.
""e kim gitsin"" derseniz, en zayıf halka olarak kendimi görüyorum, tahammül edemediğim için.
istanbul'a aşık biri olmama rağmen ben gideyim artık ya, neşem kaçtı.
(bkz: insanın yaşamayı beceremediği zamanlar)",negative
4046457,charming,04.04.2004 04:01,baştan çıkarıcı bir kadın gibidir...,positive
5037703,moramada,16.07.2004 22:30,"ankara di$inda ulkedeki tum kentlerde oldugu gibi, neredeyse tum banknotlarin eski, buru$mu$ oldugu, herhangi bir atm'den ya da bakkaldan gicir, yeni basilmi$ para alamayacaginiz $ehir. e, ne demi$ler, efendiler, guzel olabilirsiniz, dunya kenti olabilirsiniz, megapol olabilirsiniz, ama merkez bankasi'na evsahibi olamazsiniz (bkz: swh) .",negative
7211707,pati,31.03.2005 01:37 ~ 06.04.2005 01:08,"durduk yereki gülüşlerinize durduk yere gülüşlerle karşılık veren şehir. -tezgahtan balık çalan bir kedi, kucağında tavşanla otobüste giden bir çocuk, elele yaşlı bir çift, eski bir binanın köşesinden çıkmış gelincik, mezarlığın içinde yerde duran ceket, boğazdan balıkçı oltasının çektiği bir gül, sıkı giyinin diye tembihleyen taksi şöförü, bakkalın yanındaki plastik top filesi, mevsim sebze ve meyvelerinin arasından yolculuk, şakalaşan iki hamalın ağız dolusu gülümsemesi, yetişmenizi bekleyen otobüs, karşı kıyıyı gizeme bulayan sis, geceleri ışıldayan galata kulesi...-
nohut pilav, simit, kestane, midye tava, kokoreç, macun, mısır tezgahları... yanyana durdukları meydanda açan çiçekler... ezilen ve yeniden açan çiçekler... nergislerden, lale ve papatyalara geçerken erguvanları ve gelincikleri beklemektir istanbul... mevsimlerdir... sararan yaprakları toplayıp koymak bir dolu konudaki bir dolu kitabın sayfaları arasına ve sonra kardan adam yapmak için kar beklemektir... mevsimlerin üstünden geçişini değil, mevsimleri giyinişini sevdiğinizdir istanbul.. göz kırpışlarını sevdiğinizdir... bir insanın göz kırpışlarını seviyorsanız benim bu şehri sevdiğim kadar seviyorsunuzdur onu. o kadar doğal olanını, her anını, kendiliğindenliğini sevdiğinizdir istanbul. kusur bulamadığınızdır. kirpiklerini öpmektir adımlarınız...
durduk yereki gülüşlerinize durduk yere gülüşleriyle karşılık veren şehir, işte, durduk yereki ağlamalarınıza durduk yere kedi, köpek, kuş cesetleri tükürmüş olduğu gibi aylar boyu...
bir kaç aya kalmaz fesleğen alacak olmanızdır yanda duran lale saksının yerine eminönü'nden...
bir kaç aya kalmaz dut yiyecek olmaktır bebek'te, çilek yerine...
bir kaç aya kalmaz sıcaktan gölge aranacak olmaktır açık mekanlar yerine...
mevsimlere bakarken, zaman geçerken içini doldurandır istanbul... mevsimlerin, zamanın, yaşlanıyor olmanın içini doldurandır... orada olunmayan her mevsim askıdaki giysi gibidir, ona ne kadar yakışacağını düşünürsünüz ve hiç göremezsiniz bile... şarkıların, acıların, hayallerin en çok yakıştığıdır istanbul.. yaşamanın yakıştığıdır. ""burada olmasam"" dersiniz, işte ""yaşamak askıdaki giysi olurdu""... ""buradayım ki"" dersiniz gözkapaklarını öpersiniz vapur yolculuklarınızla ""çok güzel yaşamak"" dersiniz...
gülümsemelerinize gülümseyendir istanbul. kadehlerinize kadeh kaldırdığı gibi... ve tükürdüğü gibi tadını çıkarmadığınız zamanlarda sara nöbeti geçiren çocuklarla, eli bıçaklı adamları yolunuza...
gözgöze gelişlerinizde güzelliğinizi hissettiren, öylece ona bakakalmışlığınızda hayranlığınızdan biraz mahçup güzelliğini his sedendir...
her dildeki şarkının yakıştığıdır....",positive
3983231,arsenelupin,17.03.2004 20:14 ~ 22.10.2006 14:38,"bir şairin nasıl olduğunu örnekleyebilmek için sıkça kullandığım bir şiirdir:
""yine kamyonlar kavun taşır
fakat içimde şarkı bitti.""

huzur içinde uyu cahit külebi",negative
5526923,frapelaki,27.08.2004 18:45 ~ 17.08.2009 01:31,"dunyanin batisindan bir yerden(tercihen kuzey avrupa olabilir) donunce beyoglunda catida bir barda, oturup icme istegi uyandiran, yorgun ve suzgun ama bir o kadar tutkulu gozuken sehir...",positive
5198559,queasiness,30.07.2004 03:08 ~ 03:10,ankara'nın yerini alarak giderek gayri resmi başkent olan şehir. cemal süreya şiirlerinden birinin dizelerini değiştirmek ister insan her gidişince. iyi kalpli üvey ana dır her seferinde (bkz: ankara ankara iyi kalpli üvey ana) . merhemdir bir nevi.,positive
8827692,brainbug,30.12.2005 07:43,"arafta sallarken günahlarım bedenimi,muptezel olmusum derbeder neki
küllerim yayılsın isterim gökyüzüne istanbul tutsaklık şehri
tanrı senin hamurunu necaset ile yogurmuşken
benim halimden kime neki ...",negative
6341342,towrapup,22.11.2004 13:42 ~ 13:43,"tüm istanbul yaralarından çok acıtır istanbul yangını,
bu şehir içine işler kokun olur zamanla.
tüm özlenen şehirlere inat;
dört başı mamur, çöker içine.
öfkeyle yazılan her ayrılık mektubunu
yırtar atar küstahça
için burkulur acizlikten ama,
yine dönüp sevdalanırsın ilk günde ki gibi",negative
4294435,darkfear,21.05.2004 18:55,al di meola'nın the infinite desire albüm ünde yer alan eser i.,positive
1271008,heaven,18.05.2002 12:06,"orda, adamı düşündüren
denizler vardır
- ışıltılı ve berrak -,
şurda gemiler durmuş,
kimbilir,
zincirleri ne ağırdır.
sarayburnu,
kızkulesi,
haydarpaşa...
bak işte köprü,
böyle ayak altında bütün gün.
işte yollar gıcır gıcır,
işte sultanahmet meydanı şu gördüğün
nihayet, ilerde deniz,
mis gibi balık kokar.
daha sonra adalar
ve hep çam ağaçları.
oranın mehtabı tatlı olurmuş,
öyle derler,
rüyadaymış gibi yaşar insan.
galiba böyle görülür istanbul
bir kartpostal önünde durup
iştahla bakarsan.",positive
2584328,coolio,30.03.2003 03:56 ~ 16.04.2003 11:15,"hayran oldugum, ya$adigim, ya$ayacagim, olecegim $ehir.
ismine $arkilar yazilan $ehir.
carpik kentle$me olan $ehir.
her$eyin carpik oldugu, ta$i topragi altin olan $ehir.
(bkz: sehir)",negative
804993,mezopan,23.11.2001 01:49 ~ 01:50,"niksarda evimizde
küçük bir kuş kadar hürdüm
kamyonlar yine kavun taşır
ben hep seni düşünürdüm",positive
6114418,anshar,23.10.2004 09:15,"kelimelerin yavan bir tasvir den ote goturemedigi belde . onu ancak parcasi haline gelmis, havasini cigerlerinde teneffus etmis bedenlerin, tuvaline oldugu gibi naksetmis dimaglari, gonullerinde tanimlayabilir.",negative
11698169,syd,17.11.2007 23:38 ~ 09.11.2008 12:19,"ve sonunda ""yeter artık"" deyip terkedersin onu için acıyarak. oysa o bunun farkında değildir, olan sana olmuştur. özlersin her şeye rağmen, kız kulesiyle açılır pc.nin ekrani, bakarsın arada eski bir saatli maarif takvimine, üstünde boğaziçi vapurlarından biri gitmekte, takvimin yaprakları tükenmiş ama o hala senin duvarını süslemekte. bilirsin ki o şehir artık senin baharda sokakları leylaklar kokan, rengarenk ortancalarla bezenmiş bahcelerin arasından okula gidip geldiğin, üstünde hayrat, bilmem kimin ruhuna fatiha yazan ceşmelerinden kana kana su içtiğin, bostancı kadınlar plaji da olsa ismi, kimsenin tecrit edilmiş duygusunu yaşamadığı ve cok eğlendigi etrafı çadırlarla çevrilmiş bir plajı barındıran şehir değildir artık. dilek tutup hala kırmızı kiremit yapıştırıyor mu çamlıca tepesi nde ki türbeye aşıklar diye düşündüğün o şehir cok uzaktadır artık. mesafe olarak değil elbet, aşılır da zaten. yok artık bu şehir o şehir degildir, gene de özlersin. gidersin, fazla kalamazsın, acırsın şehrinin haline ""vah benim güzeller güzeli şehrime, vah"" dersin, dönersin yine, özlersin. hep özlersin.",negative
11143411,cevrimici,22.08.2007 02:03,istanbul; masallarımın kaf dagı dır.,positive
4344137,kraylin,23.05.2004 14:51,"insan bir kere büyüsüne kapılmaya görsün! kesinlikle tedavisi olmayan en büyük uyuşturucu... gönüllü bağımlısıyım, ayrılsam da dönmek için gün sayıyorum, nereye gidersem gideyim.",negative
9251327,colg fusion,11.03.2006 02:46 ~ 02:51,"insanların gördükleri güzelliklere alışıp, artık o canım güzelliklerini fark etmedikleri şehir. biraz dikkatli bakınca her dışarı çıkışımda ayrı bir güzelliğini keşfettiğim, tarihte de çok önemli yer tutmuş yaşlı ama dimdik abide. yaşadığım, olmak, ölmek istediğim yer...",positive
1276234,verbal kint,19.05.2002 22:53,dunyanın en guzel ve duygulu $ehri.,positive
9528789,asfaltina,12.05.2006 12:49 ~ 01.12.2006 02:27,"ugruna aile,sevgili,is terkedilebilen hayatinizi degistirirken,yenilerken sabit kalan tek sey. ozlemek icin terkedilen, yolcuklarin sebebi, istanbul u seven kisinin hayatini duzenleyen,nefesinizi kesip yeniden nefes aldiran tek sehir.
(bkz: ozlemek icin terk etmek)",positive
10783045,levanten,23.04.2007 14:46,"hayatının, hep resmi tatil kıvamında geçmesini temenni ettiğim şehir..",positive
7893646,zongo,22.07.2005 15:07,"dunyanin iki kitaya bolunmus tek baskenti sanilan kent.
ben de cikarmam sesimi hic. varsin oyle bilinsin, ne cikar...",negative
11384955,xor,05.11.2007 02:50,degeri kaybedilince daha iyi anlasilan. dunyanin 1 numarali kenti. ne onla oluyor nede onsuz.,negative
5738071,starsailor,15.09.2004 22:56,ankara ile karşılaştırılması istanbula bir hakaretmiş meğer,negative
7544800,burgerqueen,20.05.2005 17:18,"gezmeye insan ömrünün dayanmayacağı dünyanın en güzel şehri. her semtinden ayrı bi zevk alabileceğim, yeni açılan mekanların, yapılan etkinliklerin hızına erişilmesine imkan olmayan bi başka dünya. hani new york amerikalılar gözünde bile bambaşka bi dünyadır ya, işte istanbul'da türkiye'nin gözünde bambaşka bi dünyadır. iyi ki tanıdım istanbul'u, iyi ki turist olarak gelmedim, tadı damağımda kalırdı yoksa eminim, iyi ki burada yaşıyorum!",positive
9791097,bibidibabidibuu,11.07.2006 22:25 ~ 22:27,"uzun uzun süreler ayrı kalıp geri dönüş yapıldığında adapte olunabilmesi en zor şehir..bir de bakarsınız geride kalanlar iki elin parmaklarını geçmez, eski kalabalıklar yakalanamaz, sosyal çevre denilen çember artık çok dardır..tüm bunlara kafa yorarken kendinizi her köşeye serpiştirilmiş binlerce anı arasında buluverirsiniz. küçük şehir hayatına alışmışlık sizi çok fena daraltır..diğer kozmopolit olmayan şehirlerde yolda iki defa gözlerinizin içine bakan biri ile üçüncü kez karşılaşma imkanı kaçınılmazken burada (bkz: sehr-i istanbul'da) ikiyi bile yakalamak neredeyse imkansızdır. kısaca aşık olabilmek çok zordur..herşey zordur..
`:yine de vazgeçilmez`",negative
1685916,wounded walker,16.10.2002 23:21,"insanı yiyip bitiren şehir..alışmak gerekir önce sevebilmek için..bense daha alışamadım.. eskiten,eksilten şehir..",negative
5848866,mrtksn,25.09.2004 18:45,"sürü piskolojisi sayesinde kendini sevdiren şehir. dış semptelerden denize ulaşabilmek minimum 1 saat eder,yani iddia edildiği gibi güzel bir şehir değildir. daha doğruu boğaz ve eski istanbul muhteşemdir,belki de dünyanın en güzel şehridir ancak o kısımlar çoğunlukla mahvolmuş veya çoğu kişi ancak yılda 1 kaç kez ulaşılabilir durumdadır.fuck you istanbul demek isterdim...",negative
668990,annie,20.09.2001 06:36,"5,712 kilometre-karelik alana o kadar insanin nasil olup da sigdigini anlayamadigim, fethiyle bir cag kapatip bir digerini acan, gezmekle bitirilemeyecek $ehir, kendi capinda bir devlet.",positive
1964980,atkuyruklukertenkele,08.12.2002 05:22,"avrupa yakasını oturma odasına, anadolu yakasını yatak odasına benzettiğim şehirdir. ev gibidir.",positive
1160597,ceylin,02.04.2002 14:51,birçok dostumu görmekten beni mahrum eden şehir.,negative
138530,pancake,15.04.2000 19:38,bi turlu uzaklasamama hissi...,negative
10778853,huzursuz,22.04.2007 04:34,"hiçbir anlama gelmeyen bir kelimenin, bu kadar çok şey anlatıyor olabilmesi, ironi değil midir?",negative
11041195,cervantes1614,17.07.2007 00:48,içinde bol miktarda alkol ikindisi barındıran şehir.,negative
10617241,letugo,26.02.2007 23:40,(bkz: istanbul bir masaldi),positive
3078007,j,09.07.2003 10:02,"bilinir ama yüzüne söylenmez ki en güzeldir, en huzur verendir, ama söylenmez işte yüzüne...""seni yenicem istanbul"" diyenlere dahi kucağını açmış anaç şehirdir, ağladığını gören olmamış, güldüğünde aşıklarını mest eylemiş yalnız şehir, yalnızlar şehri...o varken başkasına ihtiyaç duyulmayan yaşam...",positive
3604549,zeck,21.11.2003 10:33,"insan hayatının günden güne ucuzladığı, çaresizce içinde bulunduğu duruma hüzünlendiğimiz şehir.",negative
3366570,latife,22.09.2003 18:35,grileşmiştir artık o...özletmiştir kendini...ya da ben özlemek istemişimdir.,negative
11390876,teritori,05.11.2007 10:16,"manyak bir insan kitlesine sahip şehirdir. yağmuru gören zaten çileli olan trafiğini daha da çileli hale getirmek için atlar arabasını vurur kendisini yollara. küçükbakkalköy den kadıköye 2 saatte gelmeme yol açar. aslında zaten bu şehire yağan şey de yağmur değildir, o damlalar yere düştüğü an evrim geçirip araba olur.",negative
10327210,anafor,01.12.2006 16:21,mavi gozlu aşifte...,negative
11508399,xarziyan,08.11.2007 08:21,"bazen bütün o karmaşanın, koşuşturmanın içinde karşınıza çıkan rutinlerle sizi şaşırtabilen bir şehirdir. sürekli aynı saatte aynı dolmuşa, otobüse, metro ya binen şehrin farklı yerlerinden farklı insanların varlığı artık şaşırtmıyordu ama arkadaş bu şehrin delileri de bu koşuşturmaya ve rutine uymuş. hergün işyerine yürürken karşılan adamla (bkz: deli) 5 dk gecikince normalde karşılaştığımız yerin birkaç yüz metre gerisinde gene karşılaşılabiliyormuş.
deliliğin bile mesai saatlerine uyduğu bir şehir.",negative
5130352,sohryu asuka langley,24.07.2004 18:59,"sigara gibidir istanbul demişti bana birisi o kadar iyi olmadığını bilirsin ama bağlanırsın.
bunu söyleyen zengin değildi,hatta orta halli grubuna bile girebilecegini sanmıyorum.heralde iyi değil derken de boğazından,yalılarından bahsetmiyordu.insanları olabilir belki diye düşünüyorum.ama haklı olduğu kesin.",negative
6235166,cannibal,07.11.2004 01:47,"bazen nefret edilen,bazen cok sevilen sehir.insani alip yutmasi basta koysa da alisiliyor malesef.",negative
1964963,atkuyruklukertenkele,08.12.2002 05:16,"tüm yaşatmadıklarını, ömrünüzden sinsice çalmasını, hıncını, eziyetini, kaprislerini, çektirdiklerini,
vapurda bir yudum çaya, olsun be, değer sana diyerek bir çırpıda sildiren sevgilidir istanbul",positive
8301522,hominem te memento,03.10.2005 00:51,yağmur yağdığında toprak kokusunu hissedemediğim şehir. ayrıca su entryi girerken şehir ile alakadar girilenlerin 34 sayfa olduğunu görmek de hoş bir tesadüf olsa gerek..,negative
3601449,kafka,20.11.2003 13:52,"son yaşananlardan sonra buralardan gitme isteğimi iyice körüklemiş şehir.
ayrıca (bkz: ben boyle ulkenin)",negative
3873632,penny,10.02.2004 12:22,1 hafta içinde 4 mevsim ya$atan $ehir.,negative
